"","x"
"1",0.940680885572495
"2",0.912873159527702
"3",1
"4",1
"5",1
"6",3
"7",1
"8",4
"9",3
"10",1
"11",3
"12",3
"13",3
"14",1
"15",1
"16",1
"17",1
"18",1
"19",3
"20",1
"21",1
"22",3
"23",1
"24",1
"25",1
"26",1
"27",3
"28",1
"29",1
"30",3
"31",1
"32",1
"33",3
"34",1
"35",1
"36",1
"37",1
"38",3
"39",3
"40",3
"41",3
"42",3
"43",1
"44",1
"45",1
"46",1
"47",1
"48",1
"49",1
"50",1
"51",3
"52",1
"53",3
"54",1
"55",1
"56",1
"57",1
"58",3
"59",3
"60",3
"61",1
"62",3
"63",1
"64",3
"65",1
"66",3
"67",3
"68",1
"69",1
"70",1
"71",1
"72",1
"73",1
"74",1
"75",3
"76",3
"77",3
"78",3
"79",3
"80",1
"81",3
"82",3
"83",1
"84",3
"85",1
"86",1
"87",1
"88",1
"89",1
"90",3
"91",1
"92",1
"93",3
"94",3
"95",1
"96",1
"97",1
"98",3
"99",1
"100",1
"101",1
"102",1
"103",3
"104",1
"105",1
"106",3
"107",1
"108",3
"109",1
"110",1
"111",1
"112",1
"113",1
"114",1
"115",1
"116",1
"117",1
"118",3
"119",3
"120",4
"121",3
"122",3
"123",3
"124",3
"125",3
"126",1
"127",1
"128",1
"129",3
"130",1
"131",3
"132",1
"133",3
"134",1
"135",1
"136",1
"137",3
"138",1
"139",3
"140",3
"141",1
"142",1
"143",1
"144",4
"145",3
"146",3
"147",1
"148",3
"149",3
"150",3
"151",1
"152",3
"153",3
"154",3
"155",1
"156",3
"157",3
"158",1
"159",3
"160",1
"161",3
"162",1
"163",1
"164",3
"165",3
"166",1
"167",3
"168",1
"169",3
"170",1
"171",1
"172",1
"173",1
"174",3
"175",1
"176",3
"177",1
"178",3
"179",3
"180",3
"181",1
"182",1
"183",1
"184",3
"185",1
"186",3
"187",1
"188",1
"189",1
"190",3
"191",1
"192",3
"193",1
"194",3
"195",1
"196",1
"197",3
"198",3
"199",1
"200",1
"201",1
"202",3
"203",1
"204",1
"205",3
"206",3
"207",1
"208",1
"209",3
"210",3
"211",3
"212",1
"213",3
"214",3
"215",3
"216",3
"217",1
"218",3
"219",1
"220",1
"221",1
"222",1
"223",3
"224",1
"225",1
"226",1
"227",1
"228",1
"229",1
"230",1
"231",1
"232",1
"233",3
"234",3
"235",3
"236",3
"237",1
"238",1
"239",3
"240",3
"241",3
"242",1
"243",3
"244",3
"245",1
"246",4
"247",3
"248",1
"249",1
"250",1
"251",3
"252",3
"253",1
"254",3
"255",1
"256",3
"257",1
"258",1
"259",1
"260",3
"261",3
"262",3
"263",3
"264",3
"265",1
"266",3
"267",1
"268",3
"269",1
"270",1
"271",1
"272",1
"273",1
"274",3
"275",3
"276",1
"277",3
"278",3
"279",1
"280",1
"281",1
"282",4
"283",1
"284",1
"285",3
"286",1
"287",3
"288",3
"289",1
"290",1
"291",1
"292",3
"293",3
"294",3
"295",3
"296",1
"297",3
"298",1
"299",1
"300",1
"301",1
"302",3
"303",3
"304",1
"305",1
"306",1
"307",1
"308",3
"309",3
"310",1
"311",3
"312",3
"313",1
"314",1
"315",3
"316",3
"317",3
"318",1
"319",3
"320",1
"321",3
"322",4
"323",3
"324",1
"325",1
"326",1
"327",1
"328",1
"329",1
"330",3
"331",1
"332",1
"333",3
"334",3
"335",1
"336",3
"337",3
"338",1
"339",1
"340",3
"341",1
"342",4
"343",1
"344",1
"345",1
"346",3
"347",3
"348",3
"349",1
"350",1
"351",3
"352",4
"353",1
"354",3
"355",1
"356",1
"357",3
"358",3
"359",1
"360",3
"361",3
"362",1
"363",3
"364",1
"365",1
"366",3
"367",1
"368",3
"369",1
"370",3
"371",1
"372",4
"373",1
"374",3
"375",1
"376",1
"377",3
"378",3
"379",1
"380",3
"381",3
"382",1
"383",3
"384",1
"385",3
"386",3
"387",3
"388",1
"389",1
"390",3
"391",3
"392",1
"393",4
"394",1
"395",3
"396",1
"397",1
"398",3
"399",4
"400",1
"401",1
"402",3
"403",3
"404",3
"405",1
"406",1
"407",3
"408",1
"409",3
"410",3
"411",3
"412",1
"413",3
"414",3
"415",3
"416",1
"417",1
"418",1
"419",3
"420",1
"421",3
"422",3
"423",3
"424",1
"425",1
"426",1
"427",1
"428",1
"429",3
"430",1
"431",1
"432",3
"433",1
"434",3
"435",3
"436",3
"437",1
"438",1
"439",3
"440",3
"441",1
"442",1
"443",1
"444",1
"445",3
"446",1
"447",3
"448",1
"449",3
"450",3
"451",1
"452",1
"453",3
"454",3
"455",3
"456",1
"457",1
"458",1
"459",3
"460",1
"461",1
"462",3
"463",3
"464",1
"465",3
"466",3
"467",3
"468",3
"469",1
"470",1
"471",3
"472",4
"473",3
"474",3
"475",3
"476",3
"477",3
"478",3
"479",1
"480",1
"481",3
"482",1
"483",3
"484",1
"485",1
"486",1
"487",3
"488",3
"489",1
"490",1
"491",1
"492",3
"493",1
"494",1
"495",3
"496",1
"497",3
"498",3
"499",3
"500",1
"501",1
"502",1
"503",1
"504",3
"505",1
"506",1
"507",1
"508",3
"509",3
"510",1
"511",3
"512",3
"513",3
"514",3
"515",1
"516",1
"517",1
"518",3
"519",1
"520",1
"521",1
"522",3
"523",3
"524",3
"525",3
"526",1
"527",3
"528",3
"529",3
"530",3
"531",1
"532",3
"533",3
"534",3
"535",1
"536",3
"537",1
"538",3
"539",1
"540",1
"541",1
"542",3
"543",3
"544",3
"545",3
"546",1
"547",1
"548",3
"549",3
"550",3
"551",3
"552",3
"553",4
"554",1
"555",4
"556",1
"557",3
"558",3
"559",3
"560",1
"561",3
"562",1
"563",3
"564",3
"565",1
"566",1
"567",3
"568",1
"569",1
"570",1
"571",1
"572",1
"573",3
"574",3
"575",1
"576",3
"577",1
"578",1
"579",1
"580",3
"581",1
"582",1
"583",3
"584",1
"585",3
"586",1
"587",1
"588",3
"589",3
"590",1
"591",1
"592",3
"593",3
"594",3
"595",1
"596",3
"597",3
"598",1
"599",1
"600",1
"601",1
"602",3
"603",1
"604",1
"605",1
"606",3
"607",3
"608",3
"609",1
"610",3
"611",1
"612",1
"613",3
"614",1
"615",1
"616",1
"617",1
"618",1
"619",1
"620",1
"621",3
"622",1
"623",1
"624",1
"625",3
"626",3
"627",1
"628",1
"629",3
"630",1
"631",1
"632",3
"633",1
"634",3
"635",3
"636",1
"637",3
"638",3
"639",1
"640",1
"641",1
"642",3
"643",1
"644",3
"645",3
"646",1
"647",1
"648",3
"649",1
"650",3
"651",1
"652",4
"653",1
"654",3
"655",3
"656",1
"657",3
"658",1
"659",1
"660",3
"661",3
"662",3
"663",3
"664",3
"665",1
"666",3
"667",1
"668",1
"669",3
"670",1
"671",3
"672",1
"673",3
"674",3
"675",3
"676",4
"677",3
"678",1
"679",3
"680",1
"681",3
"682",3
"683",3
"684",1
"685",1
"686",1
"687",1
"688",1
"689",3
"690",3
"691",3
"692",3
"693",1
"694",1
"695",3
"696",1
"697",1
"698",3
"699",1
"700",3
"701",3
"702",3
"703",1
"704",3
"705",1
"706",3
"707",1
"708",3
"709",1
"710",3
"711",3
"712",3
"713",1
"714",1
"715",1
"716",3
"717",3
"718",1
"719",3
"720",1
"721",3
"722",1
"723",1
"724",3
"725",1
"726",3
"727",3
"728",1
"729",1
"730",3
"731",1
"732",3
"733",1
"734",3
"735",1
"736",1
"737",4
"738",1
"739",1
"740",1
"741",3
"742",1
"743",1
"744",1
"745",3
"746",3
"747",1
"748",1
"749",3
"750",3
"751",3
"752",3
"753",1
"754",4
"755",1
"756",3
"757",3
"758",1
"759",3
"760",3
"761",1
"762",1
"763",1
"764",1
"765",3
"766",3
"767",3
"768",4
"769",1
"770",3
"771",3
"772",3
"773",4
"774",1
"775",3
"776",1
"777",3
"778",3
"779",3
"780",1
"781",3
"782",1
"783",1
"784",3
"785",3
"786",1
"787",1
"788",1
"789",1
"790",1
"791",1
"792",3
"793",3
"794",1
"795",1
"796",1
"797",1
"798",3
"799",3
"800",1
"801",3
"802",1
"803",3
"804",1
"805",1
"806",1
"807",3
"808",1
"809",3
"810",3
"811",1
"812",3
"813",1
"814",1
"815",3
"816",3
"817",3
"818",1
"819",3
"820",3
"821",3
"822",3
"823",3
"824",3
"825",1
"826",1
"827",1
"828",1
"829",3
"830",1
"831",3
"832",1
"833",3
"834",1
"835",1
"836",1
"837",1
"838",1
"839",3
"840",1
"841",3
"842",3
"843",3
"844",3
"845",3
"846",3
"847",1
"848",1
"849",3
"850",1
"851",1
"852",1
"853",3
"854",1
"855",3
"856",3
"857",3
"858",1
"859",3
"860",3
"861",3
"862",3
"863",3
"864",3
"865",1
"866",1
"867",3
"868",1
"869",3
"870",3
"871",1
"872",1
"873",3
"874",3
"875",1
"876",4
"877",1
"878",1
"879",1
"880",1
"881",3
"882",1
"883",3
"884",1
"885",1
"886",1
"887",1
"888",3
"889",1
"890",3
"891",1
"892",3
"893",1
"894",1
"895",1
"896",1
"897",3
"898",3
"899",1
"900",1
"901",3
"902",3
"903",3
"904",1
"905",3
"906",3
"907",1
"908",1
"909",1
"910",1
"911",1
"912",1
"913",3
"914",3
"915",3
"916",3
"917",1
"918",1
"919",3
"920",1
"921",3
"922",3
"923",3
"924",1
"925",3
"926",3
"927",1
"928",3
"929",1
"930",1
"931",3
"932",1
"933",1
"934",1
"935",1
"936",3
"937",1
"938",1
"939",3
"940",1
"941",1
"942",3
"943",1
"944",3
"945",3
"946",3
"947",3
"948",1
"949",3
"950",1
"951",3
"952",3
"953",3
"954",3
"955",3
"956",3
"957",3
"958",3
"959",1
"960",1
"961",3
"962",1
"963",1
"964",3
"965",1
"966",3
"967",4
"968",3
"969",3
"970",3
"971",3
"972",3
"973",3
"974",1
"975",3
"976",3
"977",1
"978",1
"979",1
"980",3
"981",3
"982",1
"983",1
"984",3
"985",1
"986",3
"987",1
"988",1
"989",3
"990",1
"991",3
"992",1
"993",1
"994",3
"995",1
"996",1
"997",3
"998",1
"999",3
"1000",3
"1001",1
"1002",3
"1003",1
"1004",3
"1005",1
"1006",1
"1007",1
"1008",1
"1009",3
"1010",1
"1011",1
"1012",1
"1013",1
"1014",3
"1015",3
"1016",3
"1017",3
"1018",3
"1019",1
"1020",1
"1021",1
"1022",1
"1023",3
"1024",4
"1025",1
"1026",3
"1027",1
"1028",3
"1029",3
"1030",1
"1031",4
"1032",3
"1033",1
"1034",3
"1035",1
"1036",1
"1037",3
"1038",1
"1039",1
"1040",3
"1041",1
"1042",1
"1043",3
"1044",3
"1045",3
"1046",1
"1047",1
"1048",1
"1049",3
"1050",3
"1051",1
"1052",1
"1053",1
"1054",3
"1055",1
"1056",3
"1057",3
"1058",3
"1059",3
"1060",1
"1061",3
"1062",3
"1063",1
"1064",1
"1065",3
"1066",3
"1067",1
"1068",1
"1069",1
"1070",3
"1071",3
"1072",1
"1073",1
"1074",3
"1075",1
"1076",1
"1077",3
"1078",1
"1079",3
"1080",1
"1081",3
"1082",1
"1083",1
"1084",1
"1085",1
"1086",3
"1087",3
"1088",1
"1089",1
"1090",3
"1091",1
"1092",3
"1093",1
"1094",1
"1095",1
"1096",1
"1097",3
"1098",3
"1099",1
"1100",1
"1101",1
"1102",3
"1103",3
"1104",3
"1105",1
"1106",3
"1107",1
"1108",1
"1109",1
"1110",1
"1111",1
"1112",1
"1113",1
"1114",3
"1115",1
"1116",1
"1117",3
"1118",1
"1119",1
"1120",1
"1121",3
"1122",1
"1123",1
"1124",1
"1125",3
"1126",1
"1127",3
"1128",3
"1129",3
"1130",1
"1131",1
"1132",1
"1133",1
"1134",3
"1135",1
"1136",1
"1137",1
"1138",1
"1139",1
"1140",3
"1141",3
"1142",3
"1143",1
"1144",1
"1145",1
"1146",1
"1147",3
"1148",3
"1149",3
"1150",3
"1151",1
"1152",1
"1153",1
"1154",3
"1155",3
"1156",4
"1157",3
"1158",3
"1159",3
"1160",1
"1161",3
"1162",3
"1163",1
"1164",1
"1165",1
"1166",1
"1167",1
"1168",1
"1169",3
"1170",1
"1171",1
"1172",1
"1173",1
"1174",3
"1175",3
"1176",3
"1177",3
"1178",3
"1179",3
"1180",3
"1181",1
"1182",3
"1183",3
"1184",3
"1185",1
"1186",1
"1187",4
"1188",3
"1189",3
"1190",3
"1191",1
"1192",1
"1193",1
"1194",3
"1195",3
"1196",1
"1197",1
"1198",3
"1199",1
"1200",3
"1201",3
"1202",3
"1203",3
"1204",1
"1205",1
"1206",1
"1207",3
"1208",1
"1209",1
"1210",3
"1211",1
"1212",1
"1213",3
"1214",3
"1215",1
"1216",1
"1217",1
"1218",1
"1219",3
"1220",3
"1221",3
"1222",1
"1223",4
"1224",3
"1225",3
"1226",1
"1227",1
"1228",1
"1229",3
"1230",1
"1231",1
"1232",1
"1233",1
"1234",3
"1235",1
"1236",3
"1237",1
"1238",3
"1239",1
"1240",3
"1241",3
"1242",3
"1243",1
"1244",3
"1245",1
"1246",3
"1247",3
"1248",3
"1249",1
"1250",3
"1251",3
"1252",1
"1253",1
"1254",1
"1255",3
"1256",4
"1257",3
"1258",3
"1259",3
"1260",3
"1261",1
"1262",3
"1263",1
"1264",3
"1265",3
"1266",1
"1267",3
"1268",1
"1269",3
"1270",1
"1271",1
"1272",3
"1273",3
"1274",3
"1275",3
"1276",1
"1277",3
"1278",3
"1279",1
"1280",1
"1281",3
"1282",1
"1283",1
"1284",3
"1285",1
"1286",3
"1287",1
"1288",3
"1289",3
"1290",3
"1291",3
"1292",1
"1293",3
"1294",3
"1295",1
"1296",3
"1297",1
"1298",1
"1299",1
"1300",4
"1301",1
"1302",1
"1303",1
"1304",1
"1305",3
"1306",3
"1307",4
"1308",3
"1309",3
"1310",1
"1311",1
"1312",3
"1313",1
"1314",3
"1315",1
"1316",3
"1317",1
"1318",1
"1319",3
"1320",1
"1321",1
"1322",1
"1323",1
"1324",1
"1325",1
"1326",1
